lat,lon,exp,doc,mar,ins,id
41.52761,-88.132,26,1,1.8072932985407273,29,1452
41.5279,-88.1428,51,2,3.4435079576892713,55,1453
41.5279,-88.1388,28,1,1.6735228187032651,22,1454
41.5279,-88.1381,33,1,1.822371928097178,30,1455
41.5279,-88.1317,77,3,1.335348493560637,78,1456
41.52795,-88.13463,0,1,1.5607123476869011,24,1457
41.52802,-88.13464,56,2,1.3907963953078901,16,1458
41.5281,-88.0741,43,1,0.14869827327260288,14,1459
41.5281,-87.6564,143,3,0.09489591531124461,3,1460
41.5282,-88.1417,40,1,1.8063004720245264,29,1461
41.5283,-87.8889,36,2,3.8173109912100918,57,1462
41.5284,-88.1315,42,3,3.897259182787884,65,1463
41.5284,-87.689,43,1,0.27977272730214037,7,1464
41.5285,-87.6954,148,4,5.62725437233861,90,1465
41.5287,-88.1327,656,24,37.45494568411331,607,1466
41.52876,-87.69745,38,1,0.14949697350655092,5,1467
41.5288,-88.1425,44,1,1.2361508692521956,18,1468
41.529,-88.1315,178,7,10.320015235030631,170,1469
41.5291,-88.1342,476,17,23.216554726981443,386,1470
41.5291,-87.4272,17,1,0.0006830009697254886,1,1471
41.5293,-87.3365,58,2,2.3793433976163105,27,1472
41.52949,-87.64145,0,1,0.30048833113388257,20,1473
41.5295,-87.5106,318,9,12.330506789954976,213,1474
41.5296,-87.6368,44,1,0.36763492973728634,21,1475
41.52964,-88.13471,187,7,12.726545694932618,214,1476
41.5297,-87.6968,79,4,0.4297908004590181,28,1477
41.5299,-88.1418,76,2,0.09613670579864264,6,1478
41.53,-88.1351,37,1,0.2723618917683856,17,1479
41.53,-88.1241,32,1,1.9431976144727097,33,1480
41.53,-88.1239,35,1,1.287765359303806,17,1481
41.53,-88.0828,99,3,3.623597615559817,60,1482
41.5301,-87.6966,63,3,5.620689668560434,89,1483
41.5303,-88.1242,96,3,5.099538510060077,80,1484
41.5306,-87.8889,30,1,1.573704572670462,25,1485
41.5307,-87.8889,41,2,0.7066348092495738,40,1486
